dwa_id,dwa_title,automation_feasibility_today,llm_exposure,physical_embodiment_required,interpersonal_demand,judgment_under_uncertainty,accountability_requirement,error_cost,verdict,confidence,rationale,rubric_version,model,scored_at,n_raters,score_disagreement,raters
4.A.4.b.6.g.6,Advise others on career or personal development.,22.5,67.5,5.0,84.0,60.0,40.0,35.0,resistant,medium,"The value lies in a trusted developmental relationship and accurate reading of a person's self-presentation over time, which a chatbot can supplement but not own.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:57Z,2,8.3,claude-opus-5;claude-sonnet-5
4.A.4.b.6.g.7,Advise others on educational matters.,22.5,72.0,7.5,65.0,55.0,42.5,35.0,augmentable,low,"Broadly stated educational advising is mostly information synthesis and explanation, well within model range; the constraint is tailoring to a specific learner or institution and being believed.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:57Z,2,6.4,claude-opus-5;claude-sonnet-5
4.A.4.b.6.h.2,Advise others on matters of public policy.,14.0,75.0,4.0,60.0,84.0,65.0,62.5,augmentable,medium,"Policy analysis and option memos are strongly model-assisted, but the work is irreducibly value-laden and contested, so a named advisor must own the recommendation before decision-makers.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:57Z,2,7.6,claude-opus-5;claude-sonnet-5
4.A.4.b.6.h.4,Advise others on legal or regulatory compliance matters.,17.5,80.0,4.0,47.5,72.5,86.5,72.5,augmentable,high,"The research-and-drafting core is squarely in frontier-model territory, but compliance advice carries liability that must attach to a named, often licensed, human who signs off on the interpretation.",2026-09-16.1,claude-opus-5,2026-09-16T22:07:35Z,2,6.4,claude-opus-5;claude-sonnet-5
4.A.4.b.6.i.1,Advise others on management of emergencies or hazardous situations or materials.,17.5,62.5,27.5,57.5,73.5,86.5,88.5,resistant,medium,"Emergency and hazmat guidance is time-critical, situation-specific and often requires on-scene sensing and command authority; the life-safety error cost blocks unsupervised automation even where reference data is codified.",2026-09-16.1,claude-opus-5,2026-09-16T22:07:35Z,2,9.0,claude-opus-5;claude-sonnet-5
4.A.4.b.6.i.3,Advise others on health and safety issues.,22.5,68.5,22.5,56.5,60.0,76.5,70.0,augmentable,medium,"Standards lookup and hazard explanation are highly text-based, but credible advice depends on observing the actual worksite and on a responsible safety professional attesting to it.",2026-09-16.1,claude-opus-5,2026-09-16T22:07:35Z,2,7.6,claude-opus-5;claude-sonnet-5
4.A.4.b.6.j.5,Counsel family members of clients or patients.,5.0,40.0,20.0,96.0,71.0,77.5,71.5,human_anchored,high,"The work is emotionally laden relational support around a patient's condition or crisis; trust, presence and clinical accountability make the human counselor the deliverable, not the information.",2026-09-16.1,claude-opus-5,2026-09-16T22:07:35Z,2,8.9,claude-opus-5;claude-sonnet-5
4.A.4.b.6.j.6,Counsel clients on mental health or personal achievement.,7.5,47.5,12.5,95.0,79.0,86.5,81.0,human_anchored,high,"Chatbots can deliver structured self-help content, but licensed mental-health counseling requires therapeutic alliance, risk assessment for self-harm and a clinician answerable for the outcome.",2026-09-16.1,claude-opus-5,2026-09-16T22:07:35Z,2,4.6,claude-opus-5;claude-sonnet-5
4.A.4.b.6.j.7,Counsel clients or patients regarding personal issues.,7.5,46.5,13.5,95.0,75.0,81.0,72.5,human_anchored,high,"Reading distress, building rapport and adapting to a person's lived circumstances is the substance of the activity; duty of care and disclosure obligations keep a named human in the role.",2026-09-16.1,claude-opus-5,2026-09-16T22:07:35Z,2,4.6,claude-opus-5;claude-sonnet-5
4.A.4.c.1.a.1,Classify materials according to standard systems.,76.0,85.0,20.0,5.0,22.5,20.0,25.0,largely_automatable,medium,Applying a fixed taxonomy to described items is a classic classification task well served by ML and LLMs; the residual constraint is only where the material must be physically inspected or handled to be categorized.,2026-09-16.1,claude-opus-5,2026-09-16T22:07:35Z,2,3.3,claude-opus-5;claude-sonnet-5
4.A.4.c.1.a.3,Process healthcare paperwork.,65.0,86.5,12.5,17.5,27.5,45.0,45.0,largely_automatable,medium,"Document extraction, coding and claims workflows are already heavily automated in commercial RCM software; remaining friction is fragmented systems, payer exceptions and HIPAA-driven sign-off rather than cognitive difficulty.",2026-09-16.1,claude-opus-5,2026-09-16T22:07:35Z,2,6.9,claude-opus-5;claude-sonnet-5
4.A.4.c.1.a.5,Perform student enrollment or registration activities.,70.0,77.5,10.0,27.5,20.0,30.0,30.0,largely_automatable,high,Self-service student information systems already run enrollment end-to-end; humans persist mainly for exception handling and for applicants who need guidance.,2026-09-16.1,claude-opus-5,2026-09-16T22:07:35Z,2,2.9,claude-opus-5;claude-sonnet-5
4.A.4.c.1.a.6,Perform clerical work in medical settings.,55.0,77.5,25.0,30.0,22.5,37.5,40.0,augmentable,medium,"Scheduling, records and transcription are automatable, but medical front-office work bundles in-person patient handling and physical chart/specimen logistics that keep a person on site.",2026-09-16.1,claude-opus-5,2026-09-16T22:07:35Z,2,9.3,claude-opus-5;claude-sonnet-5
4.A.4.c.1.c.1,Operate cash registers.,82.5,17.5,70.0,20.0,6.5,20.0,16.5,largely_automatable,high,"Self-checkout and card/mobile payment systems have already displaced the transactional core; what remains is item handling, age checks and cash-drawer custody at the physical point of sale.",2026-09-16.1,claude-opus-5,2026-09-16T22:07:35Z,2,5.1,claude-opus-5;claude-sonnet-5
4.A.4.c.1.c.10,Take product orders from customers.,73.5,67.5,22.5,40.0,12.5,17.5,17.5,largely_automatable,high,Online ordering portals and deployed voice-AI order takers handle standard order capture reliably; the constraint is only upsell rapport and messy or atypical customer requests.,2026-09-16.1,claude-opus-5,2026-09-16T22:07:35Z,2,5.4,claude-opus-5;claude-sonnet-5
4.A.4.c.1.c.11,Process sales or other transactions.,83.5,42.5,32.5,20.0,11.0,22.5,25.0,largely_automatable,high,"Payment rails, POS and e-commerce checkout already execute transactions end-to-end; the only binding constraint is residual cash/physical handling and exception disputes.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:27Z,2,4.3,claude-opus-5;claude-sonnet-5
4.A.4.c.1.c.3,Process medical billing information.,60.0,82.5,5.0,15.0,37.5,51.5,45.0,augmentable,medium,"Coding, claim scrubbing and adjudication are text-and-rules work highly suited to models, but payer-specific ambiguity and fraud/compliance liability keep a certified biller signing off.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:27Z,2,7.6,claude-opus-5;claude-sonnet-5
4.A.4.c.1.d.1,Issue permits or other legal documents.,41.0,65.0,8.5,22.5,40.0,77.5,52.5,human_anchored,medium,"Routine permits are already auto-issued by e-government portals, but conferring legal rights requires a statutorily authorised official to be answerable for the determination.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:27Z,2,4.9,claude-opus-5;claude-sonnet-5
4.A.4.c.1.e.3,"Send information, materials or documentation.",81.0,62.5,32.5,12.5,8.5,16.0,15.0,largely_automatable,medium,Electronic distribution is trivially automated and workflow systems handle routing; only the physical packaging/posting fraction still needs hands.,2026-09-16.1,claude-opus-5,2026-09-16T22:06:27Z,2,13.1,claude-opus-5;claude-sonnet-5
4.A.4.c.2.a.2,Conduct eligibility or selection interviews.,25.0,58.5,12.5,77.5,57.5,61.0,45.0,resistant,medium,"Asynchronous AI screening interviews are deployed but the substance is live probing and rapport with a person whose benefits or job hang on it, and discrimination law constrains automated scoring.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:27Z,2,4.9,claude-opus-5;claude-sonnet-5
4.A.4.c.2.a.3,Hire personnel.,12.5,42.5,7.5,71.0,65.0,85.0,56.5,human_anchored,high,"Employment-law exposure and the contractual nature of an offer require a named manager to own the decision, regardless of how well models rank candidates.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:27Z,2,2.9,claude-opus-5;claude-sonnet-5
4.A.4.c.2.a.4,Participate in staffing decisions.,11.0,47.5,5.0,62.5,68.5,77.5,51.0,human_anchored,medium,Participation in a decision is inherently a claim of organisational responsibility and negotiation among stakeholders; analytics can inform but cannot hold the seat.,2026-09-16.1,claude-opus-5,2026-09-16T22:06:27Z,2,3.7,claude-opus-5;claude-sonnet-5
4.A.4.c.2.a.5,Recruit personnel.,39.0,68.0,10.0,56.5,40.0,40.0,30.0,augmentable,medium,"Sourcing, outreach copy and resume matching are already heavily tool-driven, but converting passive candidates depends on persuasion and relationship-building by a recruiter.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:27Z,2,6.7,claude-opus-5;claude-sonnet-5
4.A.4.c.2.a.6,"Select staff, team members, or performers.",13.0,45.0,10.0,57.5,70.0,75.0,49.0,human_anchored,medium,"Final selection is contested judgment about fit and potential with legal fairness exposure; the binding constraint is who answers for the choice, not scoring capability.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:27Z,2,7.6,claude-opus-5;claude-sonnet-5
4.A.4.c.2.a.7,"Hire farming, fishing or forestry workers.",13.5,33.5,26.5,62.5,43.5,63.5,41.5,human_anchored,medium,"Field hiring of seasonal crews happens face-to-face, often informally and under labour-and-immigration compliance rules that demand an accountable employer of record.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:27Z,2,9.6,claude-opus-5;claude-sonnet-5
4.A.4.c.2.b.3,Administer standardized physical or psychological tests.,36.5,41.0,52.5,46.5,31.0,57.5,42.5,resistant,medium,"Computer-delivered testing is mature, but standardised protocols for physical measures and proctored psychological instruments require a present, credentialed administrator to preserve validity.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:27Z,2,5.0,claude-opus-5;claude-sonnet-5
4.A.4.c.3.a.2,Maintain inventory of medical supplies or equipment.,48.5,40.0,65.0,12.5,24.0,40.0,46.0,resistant,medium,"Par-level tracking and auto-reordering are solved in software, but counting, stocking, rotating expired stock and locating items in clinical space still needs hands on the shelf.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:27Z,2,9.7,claude-opus-5;claude-sonnet-5
4.A.4.c.3.a.4,Maintain supply or equipment inventories.,55.0,50.0,55.0,12.5,20.0,22.5,27.5,augmentable,medium,"Inventory tracking and reorder-point triggering are mature commodity software, but physically verifying, counting and restocking supplies and equipment on site still requires hands, so only the informational half detaches.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:31Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.4.c.3.a.5,"Maintain inventories of materials, equipment, or products.",55.0,50.0,57.5,11.0,20.0,22.5,29.0,augmentable,medium,ERP/WMS systems with barcode and RFID capture already own the record-keeping and replenishment logic; the binding constraint is the physical cycle counting and put-away of materials and products.,2026-09-16.1,claude-opus-5,2026-09-16T22:06:31Z,2,7.7,claude-opus-5;claude-sonnet-5
4.A.4.c.3.a.6,Maintain the inventory of equipment.,61.0,57.5,45.0,11.0,18.5,22.5,27.5,augmentable,medium,"Asset-tracking software handles the ledger, calibration schedules and reorder alerts; someone must still locate, tag and physically verify equipment, and asset accountability is usually assigned to a named custodian.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:31Z,2,8.9,claude-opus-5;claude-sonnet-5
4.A.4.c.3.b.1,Order medical diagnostic or clinical tests.,15.0,70.0,7.5,35.0,67.5,95.0,80.0,human_anchored,high,"Models can propose appropriate test panels well and CDS tools already do so, but a test order is a licensed clinical act tied to a named provider's credential and liability, so autonomy is legally foreclosed.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:31Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.4.c.3.c.3,Distribute materials to employees or customers.,35.0,10.0,84.0,37.5,12.5,17.5,17.5,resistant,medium,"Handing over physical materials to specific people in a specific place is the whole activity; vending, AGV and locker systems automate only narrow, standardised slices of it.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:31Z,2,6.9,claude-opus-5;claude-sonnet-5
4.A.4.c.3.c.8,Distribute supplies to workers.,36.5,10.0,85.0,32.5,12.5,18.5,18.5,resistant,medium,"Automated tool cribs and dispensing cabinets exist for high-volume standard items, but general issuing of supplies to workers on a jobsite remains a bodily presence task.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:31Z,2,7.3,claude-opus-5;claude-sonnet-5
4.A.4.c.3.e.1,"Order materials, supplies, or equipment.",72.5,72.5,7.5,17.5,22.5,30.0,27.5,largely_automatable,high,"Automatic replenishment and EDI purchase-order generation against catalogues and contracts are standard deployed practice; only exceptions, spend approval and new-supplier cases route to a human.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:31Z,2,10.0,claude-opus-5;claude-sonnet-5
4.A.4.c.3.e.2,Order instructional or library materials or equipment.,62.5,72.5,9.0,22.5,27.5,27.5,20.0,augmentable,medium,"The ordering transaction is trivially automatable, but selecting instructional and collection materials involves curricular fit, community standards and budget tradeoffs that a named selector typically owns.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:31Z,2,16.7,claude-opus-5;claude-sonnet-5
4.A.4.c.3.e.3,"Purchase materials, equipment, or other resources.",50.0,65.0,10.0,30.0,37.5,45.0,37.5,augmentable,medium,"Sourcing, comparison and requisition drafting are highly model-exposed, but committing organisational funds involves supplier negotiation and a delegated signing authority that must rest with a person.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:31Z,2,10.0,claude-opus-5;claude-sonnet-5
4.A.4.c.3.e.7,Order medical supplies or equipment.,63.5,67.5,9.0,17.5,27.5,40.0,40.0,largely_automatable,medium,"Par-level replenishment from clinical supply systems is already largely automatic; the residual human role is handling shortages, substitutions and regulated or controlled items.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:31Z,2,10.0,claude-opus-5;claude-sonnet-5
