dwa_id,dwa_title,susceptibility,exposure,anchoring,stakes,deployment_gap,verdict,confidence,n_occupations,n_tasks,rationale
4.A.3.a.1.c.10,Maintain clean work areas.,37.0,4.0,30.1,13.8,-41.0,resistant,high,4,4,"Floor-scrubbing robots handle open surfaces only; clearing clutter, wiping surfaces and tidying tools require dexterous manipulation in cluttered space that is not commercially solved."
4.A.4.a.5.j.3,Assist customers to ensure comfort or safety.,36.9,25.0,51.2,35.0,0.0,resistant,medium,1,1,"Kiosks and chat agents handle the informational slice, but attending to a patron's physical comfort and safety on site requires a present body able to intervene."
4.A.1.a.1.v.3,Investigate safety of work environment.,36.8,37.5,63.9,76.8,26.5,human_anchored,high,4,7,"Safety assessment binds on walking the site, observing actual worker behaviour and signing a regulated finding; sensors and checklist tools inform but cannot bear the statutory responsibility."
4.A.1.b.2.a.4,Test patient vision.,36.7,25.0,51.6,57.5,-24.0,resistant,medium,5,24,"Autorefractors, automated visual field testing and retinal AI are commercially deployed, but positioning the patient and confirming refraction subjectively still anchors the task to a present, accountable examiner."
4.A.4.b.3.e.2,Instruct patients in the use of assistive equipment.,36.7,37.5,64.1,63.8,23.5,human_anchored,high,9,14,"Fitting and coaching a patient on a walker, prosthesis or lift requires hands-on positioning and real-time safety correction at the bedside, and a licensed clinician is answerable if the patient falls or misuses the device."
4.A.4.b.4.a.14,Supervise patient care personnel.,36.7,34.0,60.7,75.2,27.5,human_anchored,high,34,36,Nursing and care supervision carries direct patient-safety liability and requires physical presence on the unit to assess acuity and reassign staff in real time.
4.A.1.b.2.a.1,Test patient heart or lung functioning.,36.6,37.5,64.4,80.0,5.0,human_anchored,high,6,11,"Automated ECG and spirometry interpretation is mature, but attaching leads, coaching patient effort and validating results require a licensed clinician physically present."
4.A.1.b.2.e.2,Inspect work sites to identify potential environmental or safety hazards.,36.6,37.5,64.4,80.0,20.0,human_anchored,high,2,2,"Hazard identification is open-ended perception in an unstructured, changing site combined with statutory safety responsibility that must rest on a named competent person."
4.A.3.a.2.au.1,"Cultivate micro-organisms for study, testing, or medical preparations.",36.6,17.5,44.4,50.0,-17.5,augmentable,medium,3,4,"Automated incubators, bioreactors and colony-picking robots handle routine culture work, but aseptic technique across varied media and organisms still relies on trained hands, and contamination or misidentification carries real cost."
4.A.4.a.5.d.1,Care for plants or animals.,36.6,15.0,41.9,32.5,-11.0,resistant,medium,3,3,"Irrigation, climate control and automated feeders cover routine slices, but unstructured handling of living organisms in varied environments still needs hands and eyes on site."
4.A.3.a.1.c.9,Clean facilities or work areas.,36.5,4.0,31.1,16.2,-38.5,resistant,high,1,1,"Commercial cleaning robots cover large uncluttered floors but not detail work around fixtures and objects, so human hands remain the binding requirement."
4.A.1.b.2.g.14,Inspect equipment to ensure safety or proper functioning.,36.4,25.0,52.2,72.2,-6.5,human_anchored,medium,1,1,Safety-critical clearance to operate typically requires a competent person to attest in person; sensors can flag faults but cannot assume the liability for declaring equipment safe.
4.A.3.a.2.ak.2,Stock medical or patient care supplies.,36.4,15.0,42.2,46.2,-11.5,resistant,medium,1,1,"Automated dispensing cabinets and par-level software cover the tracking layer, but physically restocking varied clinical supplies in occupied care areas, with sterility and expiry checks, stays manual."
4.A.4.c.3.c.8,Distribute supplies to workers.,36.4,10.0,37.1,18.5,-26.5,resistant,medium,1,1,"Automated tool cribs and dispensing cabinets exist for high-volume standard items, but general issuing of supplies to workers on a jobsite remains a bodily presence task."
4.A.1.a.1.o.1,Observe individuals' activities to gather information or compile evidence.,36.2,27.5,55.0,65.0,-2.5,resistant,medium,1,1,"Fixed-camera analytics can log activity, but covert or mobile observation of a specific person in unstructured environments needs bodily presence, and evidentiary use requires a named observer who can testify to chain of custody."
4.A.1.b.2.e.9,Inspect areas for compliance with sanitation standards.,36.1,27.5,55.2,67.0,6.5,human_anchored,high,3,3,"Sanitation inspection depends on in-situ sensory checks (surfaces, temperatures, odours, pest signs) in cluttered, variable premises; enforcement authority and citation liability rest with a named official."
4.A.4.c.3.c.3,Distribute materials to employees or customers.,36.1,10.0,37.9,17.5,-25.0,resistant,medium,1,1,"Handing over physical materials to specific people in a specific place is the whole activity; vending, AGV and locker systems automate only narrow, standardised slices of it."
4.A.3.a.1.c.6,Clean facilities or equipment.,36.0,4.0,31.9,18.8,-38.5,resistant,high,1,1,Clean-in-place systems and floor robots automate specific slices; general cleaning of arbitrary facilities and machines remains a manipulation problem.
4.A.3.b.4.f.4,Repair medical facility equipment.,35.9,28.0,56.1,72.5,18.0,resistant,medium,7,7,"Repair of imaging, monitoring and life-support equipment requires in-situ physical service plus regulated sign-off that a named biomedical technician must provide; AI can only assist fault isolation."
4.A.2.a.1.f.2,"Evaluate patient functioning, capabilities, or health.",35.8,41.5,69.8,83.2,28.5,human_anchored,high,17,19,"Functional assessment blends observed physical performance with patient report and clinical licensure accountability, none of which a system can own end-to-end."
4.A.2.a.3.d.2,Follow protocols or regulations for healthcare activities.,35.8,35.0,63.4,86.2,23.5,human_anchored,high,8,10,Following clinical protocol is an act of bedside execution under professional licensure; systems can prompt and check adherence but a credentialed clinician must perform and answer for it.
4.A.3.a.1.q.7,Cultivate land.,35.8,7.5,35.9,21.2,-47.5,augmentable,medium,3,6,"Auto-steer tractors and GPS-guided tillage are commercially real and among the most automated field operations, but supervision, hitching, and field-edge decisions still keep an operator in or near the cab."
4.A.4.a.3.a.2,Represent the interests of clients in legal proceedings.,35.8,47.5,76.0,92.5,44.5,human_anchored,high,1,1,"Appearance before a tribunal requires a licensed advocate with fiduciary duty; unauthorised-practice rules and courtroom standing are the binding constraint, not drafting ability."
4.A.1.b.2.a.3,Test patient hearing.,35.6,25.0,53.8,60.0,-17.5,resistant,medium,3,5,"Automated audiometry and OAE screening exist and run largely unattended, but otoscopy, fitting transducers and handling unreliable responders require hands-on presence and licensed interpretation."
4.A.1.b.2.g.21,Examine medical instruments or equipment to ensure proper operation.,35.6,25.0,53.8,82.5,-7.5,human_anchored,medium,12,12,"Devices increasingly self-diagnose, but patient-safety regulation requires a biomedical technician or clinician to physically verify and document fitness for use before a device touches a patient."
4.A.3.a.2.aa.1,Fabricate devices or components.,35.6,12.5,41.2,37.5,-26.0,resistant,medium,6,6,"High-volume fabrication is automated, but the generic activity spans one-off and custom assembly where fixturing, fitting and part variability still require human hands."
4.A.3.a.2.s.3,Disassemble equipment to inspect for deficiencies.,35.5,17.5,46.4,41.2,0.0,resistant,high,1,1,"Teardown of varied equipment requires dexterous, improvised manipulation and tactile diagnosis; robotic disassembly remains confined to narrow, uniform product lines."
4.A.3.a.2.au.2,Prepare biological specimens for laboratory analysis.,35.4,14.0,43.2,51.2,-26.0,augmentable,medium,9,25,"Automated stainers, tissue processors and liquid handlers cover high-volume steps, yet grossing, embedding and irregular specimen handling remain manual and specimen mix-ups have patient-level consequences."
4.A.1.b.3.a.5,Measure radiation levels.,35.3,11.5,40.8,66.8,-57.5,augmentable,medium,3,6,"Fixed area monitors, dosimeter networks and drone-mounted detectors already log radiation continuously without humans, but contamination surveys of specific surfaces and the regulatory sign-off on exposure findings keep a licensed person in the loop."
4.A.3.a.2.au.3,Prepare biological samples for testing or analysis.,35.3,13.0,42.3,50.8,-29.5,augmentable,medium,6,6,"Track-based clinical lab automation already handles centrifugation, aliquoting and loading end-to-end for standard tubes; non-standard sample types and accessioning exceptions keep humans in the loop under licensure."
4.A.3.a.2.b.2,Collect samples of raw materials or finished products.,35.3,11.5,40.8,41.2,-27.0,resistant,medium,3,3,"Automatic samplers on production lines and silos are commercially common, yet lot-by-lot sampling across warehouses, trucks and batches still needs a person walking to the material."
4.A.1.a.2.b.6,Monitor construction operations.,35.2,30.0,59.5,65.5,12.5,resistant,medium,1,1,"Construction sites are unstructured, changing physical environments where spotting unsafe or out-of-spec work requires being present and directing crews; drone and camera progress-capture automates documentation but not the supervisory judgment or safety liability."
4.A.4.a.5.d.3,Perform animal breeding procedures.,35.2,17.5,47.2,46.2,-7.5,resistant,medium,1,1,"Estrus detection sensors and genetic-matching software are widely deployed, but insemination and obstetric handling remain manual procedures on live animals."
